id,poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,abbreviations,noun_classifiers,reduplication,hoabun,english_descriptions,page_number
35509,thih-bé,thih-be2,thih-bé,thih-be2,"N ",tâi,,腳踏車,bycycle,
35510,thih-bé-piⁿ,thih-be2-pinn,thih-bé-pinn,thih-be2-pinn,"N ",châng,,鐵馬鞭,Verbena officinalis,
35511,thih-bé-tôe,thih-be2-toe5,thih-bé-tuê,thih-be2-tue5,"N ",ê,,馬蹄,horseshoe,
35512,thih-bō͘,thih-boo7,thih-bōo,thih-boo7,"N ",,,鐵幕,Iron Curtain,
35513,thih-bo̍k-kùn,thih-bok8-kun3,thih-bo̍k-kùn,thih-bok8-kun3,"N ",châng,,鐵木棍,Orthodon formosanum,
35514,thih-cha̍h,thih-chah8,thih-tsa̍h,thih-tsah8,"N ",,,鐵閘,barrier made of iron,
35515,thih-chām,thih-cham7,thih-tsām,thih-tsam7,"N ",,,鋼?,cold chisel,
35516,thih-chām,thih-cham7,thih-tsām,thih-tsam7,"N ",,,鋼?,chisel for cutting or shaping stone,
35517,thih-chio̍h sim-tn̂g,thih-chioh8 sim-tng5,thih-tsio̍h sim-tn̂g,thih-tsioh8 sim-tng5,"SV ",,,鐵石心腸,hard-hearted,
35518,thih-chit,thih-chit,thih-tsit,thih-tsit,"N ",,,鐵質,the element iron,
35519,thih-chúi,thih-chui2,thih-tsuí,thih-tsui2,"N ",,,鐵劑,preparation of iron taken as a tonic,
35520,thih-chhì,thih-chhi3,thih-tshì,thih-tshi3,"N ",ki,,鐵刺,iron goad,
35521,thih-chhioh,thih-chhioh,thih-tshioh,thih-tshioh,"N ",,,鐵尺,metal ruler,
35522,thih-chhiū,thih-chhiu7,thih-tshiū,thih-tshiu7,"N ",châng,,鐵樹,Euphorbia tirucaulli,
35523,thih-chhiū,thih-chhiu7,thih-tshiū,thih-tshiu7,"N ",châng,,流疏樹,cycad cycas,
35524,thih-chhiū,thih-chhiu7,thih-tshiū,thih-tshiu7,"N ",châng,,流疏樹,"Chinese fringe tree, Chionanthus retusus var. serrulatus",
35525,thih-chhiuⁿ,thih-chhiunn,thih-tshiunn,thih-tshiunn,"N ",ki,,鐵槍,iron spear,
35526,thih-chhiûⁿ,thih-chhiunn5,thih-tshiûnn,thih-tshiunn5,"N ",,,鐵牆,iron wall,
35527,thih-chhiūⁿ,thih-chhiunn7,thih-tshiūnn,thih-tshiunn7,"N ",ê,,鐵匠,blacksmith,
35528,thih-chhùi-hêng,thih-chhui3-heng5,thih-tshuì-hîng,thih-tshui3-hing5,"N ",chiah,,鐵嘴行鳥,"large sand plover, Geoffrey's sand plover, Charadrius leschenaultii",
35529,thih-chhùi-soa-hêng,thih-chhui3-soa-heng5,thih-tshuì-sua-hîng,thih-tshui3-sua-hing5,"N ",chiah,,鐵嘴行鳥,"large sand plover, Geoffrey's sand plover, Charadrius leschenaultii",
35530,thih-e,thih-e,thih-e,thih-e,"N ",ê,,鐵鍋,iron pot,
35531,thih-ê,thih-e5,thih-ê,thih-e5,"N ",,,矯形護腳器,orthopedic braces,
35532,thih-gû,thih-gu5,thih-gû,thih-gu5,"N ",tâi,,耕耘機,farm tractor,
35533,thih-gû-ji̍p-chio̍h,thih-gu5-jip8-chioh8,thih-gû-ji̍p-tsio̍h,thih-gu5-jip8-tsioh8,"N ",châng,,鐵牛入石,"a kind of vine, Cocculus sarmentosus",
35534,thih-hio̍h-lân,thih-hioh8-lan5,thih-hio̍h-lân,thih-hioh8-lan5,"N ",châng,,白果雞屎樹,"Odajma lasianthus, lasianthus chinensis",
35535,thih-hō͘-sòa,thih-hoo7-soa3,thih-hōo-suà,thih-hoo7-sua3,"N ",châng,,半把?,"a large fern, broken umbrella (japanese), Dipteris conjirgata",
35536,thih-hō͘-sòaⁿ,thih-hoo7-soann3,thih-hōo-suànn,thih-hoo7-suann3,"N ",châng,,硃砂根,"crenateleaved ardisia, Ardisia, Ardisia crenata",
35537,thih-hún,thih-hun2,thih-hún,thih-hun2,"N ",,,鐵粉,iron filings,
35538,thih-ji̍n,thih-jin8,thih-ji̍n,thih-jin8,"N ",ê,,鐵人,strong man,
35539,thih-kah,thih-kah,thih-kah,thih-kah,"N ",bé,,金帶花魚青,"striped macheral, long-jaw mecheral, Rastrelliger chrysozonus",
35540,thih-kah,thih-kah,thih-kah,thih-kah,"N ",bé,,扁甲魚參,"Linnaeus' hard-tail, pampanos, Megalaspis cordyla",
35541,thih-kah-ku,thih-kah-ku,thih-kah-ku,thih-kah-ku,"N ",chiah,,台灣鐵甲蟲,"an armored beetle harmful to sugar cane and rice, Hispa similis",
35542,thih-kak,thih-kak,thih-kak,thih-kak,"N ",,,鐵角,iron horn,
35543,thih-kang,thih-kang,thih-kang,thih-kang,"N ",ê,,鐵工,ironworker,
35544,thih-kang-chhiúⁿ,thih-kang-chhiunn2,thih-kang-tshiúnn,thih-kang-tshiunn2,"N ",ê,,鐵工廠,"iron foundry, steel mill",
35545,thih-kang-tiûⁿ,thih-kang-tiunn5,thih-kang-tiûnn,thih-kang-tiunn5,"N ",ê,,鐵工廠,"iron foundry, steel mill",
35546,thih-kau-chháu,thih-kau-chhau2,thih-kau-tsháu,thih-kau-tshau2,"N ",châng,,朱子草,Mollugo stricta,
35547,thih-ki,thih-ki,thih-ki,thih-ki,"N ",ki,,鐵筋,iron rod,
35548,thih-ki-lō͘,thih-ki-loo7,thih-ki-lōo,thih-ki-loo7,"N ",tiâu,,鐵軌,railway track,
35549,thih-kiô,thih-kio5,thih-kiô,thih-kio5,"N ","ê, tiâu",,鐵橋,steel bridge,
35550,thih-kiok,thih-kiok,thih-kiok,thih-kiok,"N ",châng,,鐵菊,"winged everlasting, Ammobium alatum",
35551,thih-hńg,thih-hng2,thih-hńg,thih-hng2,"N ",ki,,鐵管,iron pipe,
35552,thih-kòa,thih-koa3,thih-kuà,thih-kua3,"N ",,,鐵蓋,iron cover,
35553,thih-kòa,thih-koa3,thih-kuà,thih-kua3,"N ",,,鐵蓋,iron tire,
35554,thih-koáiⁿ,thih-koainn2,thih-kuáinn,thih-kuainn2,"N ",ki,,鐵桿,iron rod,
35555,thih-koan-im,thih-koan-im,thih-kuan-im,thih-kuan-im,"N ",châng,,鐵觀音,Ageratum conyzoides,
35556,thih-kong,thih-kong,thih-kong,thih-kong,"N ",bé,,尖嘴土魚工,"a kind of sting-ray, Dasyatis zugei",
35557,thih-kú-chhài,thih-ku2-chhai3,thih-kú-tshài,thih-ku2-tshai3,"N ",châng,,小葉麥門東,"a herb of the lily family, Ophiopogon japonicus",
35558,thih-kūi,thih-kui7,thih-kuī,thih-kui7,"N ",ê,,鐵櫃,steel safe,
35559,thih-kun-thâu,thih-kun-thau5,thih-kun-thâu,thih-kun-thau5,"N ",châng,,鐵拳頭,Spilanthes acmella,
35560,thih-kut-á-siⁿ,thih-kut-a2-sinn,thih-kut-á-sinn,thih-kut-a2-sinn,"SV ",,,瘦壯,skinny but strong,
35561,thih-kut-mo,thih-kut-mo,thih-kut-mo,thih-kut-mo,"N ",châng,,筋骨草,"a moss, Lycopodium cernuum",
35562,thih-khàu,thih-khau3,thih-khàu,thih-khau3,"N ",,,鐵鋸,iron fetter,
35563,thih-khí,thih-khi2,thih-khí,thih-khi2,"SV ",,,固執,obstinate in expressing a wrong opinion,
35564,thih-khì,thih-khi3,thih-khì,thih-khi3,"N ",ki,,鐵器,iron or steel tool,
35565,thih-khîⁿ,thih-khinn5,thih-khînn,thih-khinn5,"N ",ki,,鐵鉗,iron pincers,
35566,thih-khō͘,thih-khoo7,thih-khōo,thih-khoo7,"N ",ê,,鐵環,iron hoop,
35567,thih-khòng,thih-khong3,thih-khòng,thih-khong3,"N ",ê,,鐵礦,iron mine,
35568,thih-lân,thih-lan5,thih-lân,thih-lan5,"N ",châng,,石菖蒲,"rock calamus, rock flag, Acorus gramineus",
35569,thih-làng,thih-lang3,thih-làng,thih-lang3,"N ",ê,,鐵籠,iron cage,
35570,thih-lâng,thih-lang5,thih-lâng,thih-lang5,"N ",ê,,鐵人,strong man (physically),
35571,thih-liān,thih-lian7,thih-liān,thih-lian7,"N ",tiâu,,鐵鍊,iron chain,
35572,thih-lō͘,thih-loo7,thih-lōo,thih-loo7,"N ",tiâu,,鐵路,railroad,
35573,thih-lō͘-kio̍k,thih-loo7-kiok8,thih-lōo-kio̍k,thih-loo7-kiok8,"N ",,,鐵路局,railway administration,
35574,thih-mn̂g,thih-mng5,thih-mn̂g,thih-mng5,"N ",sìⁿ,,鐵門,steel door,
35575,thih-oe,thih-oe,thih-ue,thih-ue,"N ",ê,,鐵鍋,iron pot,
35576,thih-oê,thih-oe5,thih-uê,thih-ue5,"N ",,,鐵鞋,orthopedic braces,
35577,thih-pàn,thih-pan3,thih-pàn,thih-pan3,"N ",phìⁿ,,鐵板,"sheet iron, sheet steel",
35578,thih-pē,thih-pe7,thih-pē,thih-pe7,"N ",,,鐵耙,iron harrow,
35579,thih-pit,thih-pit,thih-pit,thih-pit,"N ",ki,,鐵筆,steel pen,
35580,thih-pô,thih-po5,thih-pô,thih-po5,"N ",bé,,條紋石鱸,"a fish of the grunt family, Plectorhinchus diagrammus",
35581,thih-pôaⁿ,thih-poann5,thih-puânn,thih-puann5,"N ",,,鐵盤,steel tray,
35582,thih-phóng,thih-phong2,thih-phóng,thih-phong2,"N ",,,彈簧床,steel bed springs,
35583,thih-sái-lâm,thih-sai2-lam5,thih-sái-lâm,thih-sai2-lam5,"N ",châng,,黃肉楠,"Taiwan actinodaphne, pedicellate actinodaphne, Actinodaphne pedicellata",
35584,thih-sek,thih-sek,thih-sik,thih-sik,"N ",,,鐵色,iron or steel color,
35585,thih-sek-chhiū,thih-sek-chhiu7,thih-sik-tshiū,thih-sik-tshiu7,"N ",châng,,南人鐵色,Drypetes hieranensis,
35586,thih-sek-chhiū,thih-sek-chhiu7,thih-sik-tshiū,thih-sik-tshiu7,"N ",châng,,鐵色樹,"Philippine drypetes, Drypetes littoralis",
35587,thih-si,thih-si,thih-si,thih-si,"N ",tiâu,,鐵絲,iron wire,
35588,thih-si-bāng,thih-si-bang7,thih-si-bāng,thih-si-bang7,"N ",,,鐵絲網,iron wire screen,
35589,thih-sian,thih-sian,thih-sian,thih-sian,"N ",,,鐵銹,rust,
35590,thih-soa,thih-soa,thih-sua,thih-sua,"N ",,,鐵砂,iron filings,
35591,thih-sòaⁿ,thih-soann3,thih-suànn,thih-suann3,"N ",tiâu,,鐵絲,iron wire,
35592,thih-sòaⁿ-bāng,thih-soann3-bang7,thih-suànn-bāng,thih-suann3-bang7,"N ",,,鐵絲網,"network of iron wire (reinforcement for concrete, etc)",
35593,thih-sòaⁿ-bāng,thih-soann3-bang7,thih-suànn-bāng,thih-suann3-bang7,"N ",,,鐵絲網,"iron, mosquito netting",
35594,thih-sut-á,thih-sut-a2,thih-sut-á,thih-sut-a2,"N ",châng,,台灣假黃楊,Liodendron formosanum,
35595,thih-taⁿ,thih-tann,thih-tann,thih-tann,"N ",,,鐵軛,iron yoke,
35596,thih-teng,thih-teng,thih-ting,thih-ting,"N ",ki,,鐵釘,iron nail,
35597,thih-teng-chhài,thih-teng-chhai3,thih-ting-tshài,thih-ting-tshai3,N Bot,,,鐵釘菜,"an edible brown alga, Ishiga okamurai",
35598,thih-tiam,thih-tiam,thih-tiam,thih-tiam,"N ",ê,,鐵玷,"anvil, last",
35599,thih-tiâu,thih-tiau5,thih-tiâu,thih-tiau5,"N ",ki,,鐵條,iron bar,
35600,thih-tiâu-bāng,thih-tiau5-bang7,thih-tiâu-bāng,thih-tiau5-bang7,"N ",,,鐵絲網,barbed wire entanglement,
35601,thih-tiò-koaⁿ,thih-tio3-koann,thih-tiò-kuann,thih-tio3-kuann,"N ",châng,,鐵釣竿,Verbena officinalis,
35602,thih-tiò-koaⁿ,thih-tio3-koann,thih-tiò-kuann,thih-tio3-kuann,"N ",châng,,金絲桃,Hypericum japonicum,
35603,thih-thiò-koaⁿ,thih-thio3-koann,thih-thiò-kuann,thih-thio3-kuann,"N ",châng,,鐵釣竿,"Hooker beggar tick, Bideus bipinnata",
35604,thih-tiò-koán,thih-tio3-koan2,thih-tiò-kuán,thih-tio3-kuan2,"N ",châng,,鐵釣竿,Polygala japonica,
35605,thih-to,thih-to,thih-to,thih-to,"N ",ki,,鋼刀,steel knife,
35606,thih-tō,thih-to7,thih-tō,thih-to7,"N ",tiâu,,鐵道,railway,
35607,thih-tû,thih-tu5,thih-tû,thih-tu5,"N ",ê,,鐵櫥,steel cabinet,
35608,thih-tû-á,thih-tu5-a2,thih-tû-á,thih-tu5-a2,"N ",ê,,鐵櫥,iron trap or cage (for rats),
35609,thih-thang,thih-thang,thih-thang,thih-thang,"N ",,,鐵窗,steel bars (over a window),
35610,thih-tháng,thih-thang2,thih-tháng,thih-thang2,"N ","ê, kha",,鐵桶,iron pail,
35611,thih-thûi(-á),thih-thui5(-a2),thih-thuî(-á),thih-thui5(-a2),"N ",ki,,鐵鎚,iron hammer,
35612,thih-thûi-bah,thih-thui5-bah,thih-thuî-bah,thih-thui5-bah,"N ",tè,,鐵鎚頭,iron hammer head,
35613,thih-phê-teng-pán,thih-phe5-teng-pan2,thih-phê-ting-pán,thih-phe5-ting-pan2,"N ",bé,,黑皮旗魚,"black marlin, marlin spike fish, Eumakaira nigra",
35614,thîn,thin5,thîn,thin5,"V ",,,斟,pour,
35615,thîn-chiú,thin5-chiu2,thîn-tsiú,thin5-tsiu2,"VO ",,,斟酒,pour out wine,
35616,thîn-iû,thin5-iu5,thîn-iû,thin5-iu5,"VO ",,,倒油,pour oil,
35617,thîn-móa,thin5-moa2,thîn-muá,thin5-mua2,"RV ",,,斟滿,pour until full,
35618,thīn,thin7,thīn,thin7,"V ",,,勻,"balance up (weight, size, etc)",
35619,thīn,thin7,thīn,thin7,"V ",,,勻,"match (a girl to a man, in betrothal, or two articles)",
35620,thīn,thin7,thīn,thin7,"V ",,,勻,get involved (usually negative),
35621,thīn-tāng,thin7-tang7,thīn-tāng,thin7-tang7,"V ",,,使平衡,balance up two loads (on a pole),
35622,thio,thio,thio,thio,"V ",,,挑,"lift with the point of some instrument (pole, needle, etc)",
35623,thio-bêng,thio-beng5,thio-bîng,thio-bing5,"V ",,,註明,"explanation, write a supplementary explanation on a dosument",
35624,thio-hoe,thio-hoe,thio-hue,thio-hue,"VO ",,,刺繡,do exbroidery,
35625,thiò,thio3,thiò,thio3,"V ",,,糶,retail grain,
35626,thiò-bí,thio3-bi2,thiò-bí,thio3-bi2,"VO ",,,糶米,retail rice,
35627,thiok-bo̍k,thiok-bok8,thiok-bo̍k,thiok-bok8,"N ",,,畜牧,animal husbandry,
35628,thiok-bo̍k-gia̍p,thiok-bok8-giap8,thiok-bo̍k-gia̍p,thiok-bok8-giap8,"N ",,,畜牧業,animal husbandry (as an industry),
35629,thiok-im-ki,thiok-im-ki,thiok-im-ki,thiok-im-ki,"N ",tâi,,電唱機,"gramophone, phonograph",
35630,thiok-im-khì,thiok-im-khi3,thiok-im-khì,thiok-im-khi3,"N ",tâi,,電唱機,"gramophone, phonograph",
35631,thiok-seng,thiok-seng,thiok-sing,thiok-sing,"N ",chiah,,畜牲,animal,
35632,thiok-siⁿ,thiok-sinn,thiok-sinn,thiok-sinn,"N ",chiah,,畜牲,animal,
35633,thióng,thiong2,thióng,thiong2,"N ",ê,,塚,cemetery,
35634,thióng-aì,thiong2-ai3,thióng-ài,thiong2-ai3,"V ",,,寵愛,"show special favor to, love immoderately",
35635,thióng-aì,thiong2-ai3,thióng-ài,thiong2-ai3,"N ",,,寵愛,"special favor, special love",
35636,thióng-bóng,thiong2-bong2,thióng-bóng,thiong2-bong2,"N ",ê,,塚墓,cemetery,
35637,thióng-po͘,thiong2-poo,thióng-poo,thiong2-poo,"N ",ê,,墓地,cemetery,
35638,thióng-soaⁿ,thiong2-soann,thióng-suann,thiong2-suann,"N ",ê,,塚山,cemetery located on a hill,
35639,thióng-tōe,thiong2-toe7,thióng-tuē,thiong2-tue7,"N ",ê,,塚地,cemetery,
35640,thiòng-hūn,thiong3-hun7,thiòng-hūn,thiong3-hun7,"V ",,,痛恨,regret bitterly,
35641,thiòng-khoài,thiong3-khoai3,thiòng-khuài,thiong3-khuai3,"SV ",,,暢快,pleased and happy (freq used with reference to dubious pleacures),
35642,thiòng-siàu,thiong3-siau3,thiòng-siàu,thiong3-siau3,"V ",,,大笑,be gay (freq with reference to dubious pleasures),
35643,thiông-tia̍p,thiong5-tiap8,thiông-tia̍p,thiong5-tiap8,N Ich,bé,,蟲蝶,"a kind of flounder, Eopsetta grigrojewi",
35644,thit-thô,thit-tho5,thit-thô,thit-tho5,"V ",,,玩耍,"play (as a child, without concern or responcibility), have fun, have a pleasant time",
35645,thit-thô,thit-tho5,thit-thô,thit-tho5,"V ",,,玩耍,have illicit sexual intercourse with (a woman),
35646,thit-thô,thit-tho5,thit-thô,thit-tho5,"pVmod ",,,玩耍,(do sthg) solely for amusement or pleasure,
35647,thit-thô cha-bó͘,thit-tho5 cha-boo2,thit-thô tsa-bóo,thit-tho5 tsa-boo2,"VO ",,,通姦,have illicit sexual intercourse with a woman,
35648,thit-thô-lâng,thit-tho5-lang5,thit-thô-lâng,thit-tho5-lang5,"N ",ê,,遊蕩人,"playboy, man of pleasure",
35649,thit-thô-mi̍h,thit-tho5-mih8,thit-thô-mi̍h,thit-tho5-mih8,"N ",,,玩具,"plaything, toy",
35650,thiu,thiu,thiu,thiu,"V ",,,抽,draw (lots),
35651,thiu,thiu,thiu,thiu,"V ",,,抽,draw (wire),
35652,thiu,thiu,thiu,thiu,"V ",,,抽,"draw off pump, syphon (liquid)",
35653,thiu,thiu,thiu,thiu,"V ",,,抽,pull (on a rope),
35654,thiu,thiu,thiu,thiu,"V ",,,抽,"collect (commission, tax)",
35655,thiu-cheng,thiu-cheng,thiu-tsing,thiu-tsing,"VO ",,,敲鐘,pull a bell,
35656,thiu-chúi,thiu-chui2,thiu-tsuí,thiu-tsui2,"VO ",,,抽水,pump or syphon water,
35657,thiu-chhiam,thiu-chhiam,thiu-tshiam,thiu-tshiam,"VO ",,,抽籤,"draw lots (for divination, cf thin-khau)",
35658,thiu-chhoah,thiu-chhoah,thiu-tshuah,thiu-tshuah,"V ",,,抽搐,"convulse, cause convulsions",
35659,thiu-hiòng,thiu-hiong3,thiu-hiòng,thiu-hiong3,"VO ",,,抽稅,collect duty or taxes,
35660,thiu-hun,thiu-hun,thiu-hun,thiu-hun,"VO ",,,抽頭,take a commission,
35661,thiu-ko,thiu-ko,thiu-ko,thiu-ko,"V ",,,長高,grow up straight and tall,
35662,thiu-kun,thiu-kun,thiu-kun,thiu-kun,"V ",,,抽筋,"convulse, cause convulsions",
35663,thiu-khau,thiu-khau,thiu-khau,thiu-khau,"V ",,,抽籤,"draw lots (for setting matters involving sequence, cf thiu-chhiam)",
35664,thiu-ngī,thiu-ngi7,thiu-ngī,thiu-ngi7,"V ",,,痙攣,cause a spasm or rigidity,
35665,thiu-peng,thiu-peng,thiu-ping,thiu-ping,"VO ",,,徵兵,conscribe for military duty,
35666,thiu-pu̍ih,thiu-puih8,thiu-pui̍h,thiu-puih8,"V ",,,抽拔,"draw (knife, sword)",
35667,thiu-sè,thiu-se3,thiu-sè,thiu-se3,"VO ",,,抽稅,collect taxes,
35668,thiu-siōng,thiu-siong7,thiu-siōng,thiu-siong7,"Nmod, SV ",,,抽象,abstract (ideas),
35669,thiu-siōng,thiu-siong7,thiu-siōng,thiu-siong7,"N ",,,抽象,"abstraction, abstract idea",
35670,thiu-sòe,thiu-soe3,thiu-suè,thiu-sue3,"VO ",,,抽稅,collect taxes,
35671,thiu-thè,thiu-the3,thiu-thè,thiu-the3,"V ",,,收回,"draw back, retreat (from a previous position or promise)",
35672,thiu-thiàⁿ,thiu-thiann3,thiu-thiànn,thiu-thiann3,"V ",,,抽痛,have sharp shooting pains,
35673,thiu-thòe,thiu-thoe3,thiu-thuè,thiu-thue3,"V ",,,收回,"draw back, retreat (from a previous position or promise)",
35674,thiú-á,thiu2-a2,thiú-á,thiu2-a2,"N ",ê,,小丑,clown,
35675,thiú-sî,thiu2-si5,thiú-sî,thiu2-si5,"Nt ",,,丑時,"the 2nd period of the day according to the (chap8-ji7) toe7-chi, 1-3 a.m.",
35676,thng,thng,thng,thng,"N ",,,湯,"soup, broth",
35677,thng-lí,thng-li2,thng-lí,thng-li2,N Ich,bé,,湯鯉,"one of three kinds of mountain bass, genus Kuhlia, esp Kuhlia marginata",
35678,thng-ô͘,thng-oo5,thng-ôo,thng-oo5,"N ",ê,,湯盤,soup tureen,
35679,thng-sî(-á),thng-si5(-a2),thng-sî(-á),thng-si5(-a2),"N ",ki,,湯匙,Chinese soup spoon (made of porcelain),
35680,thng-sî(-á),thng-si5(-a2),thng-sî(-á),thng-si5(-a2),"N ",ki,,湯匙,soup spoon,
35681,thng-sī-hê-ko͘,thng-si7-he5-koo,thng-sī-hê-koo,thng-si7-he5-koo,"N ",bé/chiah,,湯氏蝦姑,"Thomson's lobster, Nephrops thomsoni",
35682,thǹg,thng3,thǹg,thng3,"V ",,,燙,scald (with hot water),
35683,thǹg,thng3,thǹg,thng3,"V ",,,脫,"remove, take off (clothing)",
35684,thǹg,thng3,thǹg,thng3,"SV ",,thǹg-kng-kng,脫,naked,
35685,thǹg-bō,thng3-bo7,thǹg-bō,thng3-bo7,"VO ",,,脫帽,remove one's hat,
35686,thǹg-chhiah-kha,thng3-chhiah-kha,thǹg-tshiah-kha,thng3-tshiah-kha,"VO ",,,光腳,"be barefoot, take off one's shoes",
35687,thǹg-chhiah-theh,thng3-chhiah-theh,thǹg-tshiah-theh,thng3-tshiah-theh,"VO ",,,光身子,"be naked, take off one's clothes",
35688,thǹg-khak,thng3-khak,thǹg-khak,thng3-khak,"VO ",,,脫皮,"shed skin (as a snake, etc)",
35689,thǹg-khò͘-lān,thng3-khoo3-lan7,thǹg-khòo-lān,thng3-khoo3-lan7,"VO ",,,光屁股,"be naked (from the waist down), not wear trousers",
35690,thǹg-khui,thng3-khui,thǹg-khui,thng3-khui,"V ",,,脫開,open up one's clothes,
35691,thǹg-liú-á,thng3-liu2-a2,thǹg-liú-á,thng3-liu2-a2,"VO ",,,解釦子,undo a button,
35692,thǹg-mn̂g,thng3-mng5,thǹg-mn̂g,thng3-mng5,"VO ",,,脫毛,"shed hair, shed feathers",
35693,thǹg-pak-theh,thng3-pak-theh,thǹg-pak-theh,thng3-pak-theh,"V, SV ",,,光著身子,(be) naked,
35694,thǹg-phê-chhiū,thng3-phe5-chhiu7,thǹg-phê-tshiū,thng3-phe5-tshiu7,"N ",châng,,白千層,"cajuput tree, Melaleuca leucadendron",
35695,thǹg-saⁿ,thng3-sann,thǹg-sann,thng3-sann,"VO ",,,脫衣 卸裝,remove one's clothes,
35696,thǹg-sí,thng3-si2,thǹg-sí,thng3-si2,"R  V  ",,thǹg-thǹg-sí,燙死,scald to death,
35697,thǹg-siong,thng3-siong,thǹg-siong,thng3-siong,"N ",,,燙傷,scald,
35698,thǹg-theh,thng3-theh,thǹg-theh,thng3-theh,"V, SV ",,,脫光,(be) naked,
35699,thǹg-theh-be̍h,thng3-theh-beh8,thǹg-theh-be̍h,thng3-theh-beh8,"N ",châng,,裸麥,"six-rowed barley, Hordeum sativum var. hexastichon",
35700,thn̂g,thng5,thn̂g,thng5,"N ",,,糖,sugar,
35701,thn̂g-á,thng5-a2,thn̂g-á,thng5-a2,"N ",,,糖果,candy,
35702,thn̂g-bi̍t,thng5-bit8,thn̂g-bi̍t,thng5-bit8,"N ",,,糖蜜,molasses,
35703,thn̂g-che,thng5-che,thn̂g-tse,thng5-tse,"N ",,,糖劑,"medicinal confection, conserce",
35704,thn̂g-chúi,thng5-chui2,thn̂g-tsuí,thng5-tsui2,"N ",,,糖水,syrup made of sugar and water,
35705,thn̂g-chheng,thng5-chheng,thn̂g-tshing,thng5-tshing,"N ",,,糖蜜,fluid that comes the second or third refining of sugar,
35706,thn̂g-chhiúⁿ,thng5-chhiunn2,thn̂g-tshiúnn,thng5-tshiunn2,"N ",keng,,糖廠,sugar factory,
35707,thn̂g-chhò͘-pâi-kut,thng5-chhoo3-pai5-kut,thn̂g-tshòo-pâi-kut,thng5-tshoo3-pai5-kut,"N ",,,糖醋排骨,sweet and sour pork spare ribs,
35708,thn̂g-gia̍p,thng5-giap8,thn̂g-gia̍p,thng5-giap8,"N ",,,糖業,sugar industry,
35709,thn̂g-jiō-pīⁿ,thng5-jio7-pinn7,thn̂g-jiō-pīnn,thng5-jio7-pinn7,N Med,,,糖尿病,"glycosuria, Diabetes mellitus",
35710,thn̂g-kó,thng5-ko2,thn̂g-kó,thng5-ko2,"N ",tè,,糖果,candy,
35711,thn̂g-koàn,thng5-koan3,thn̂g-kuàn,thng5-kuan3,"N ",ê,,糖罐,sugar bowl,
35712,thn̂g-phō͘,thng5-phoo7,thn̂g-phōo,thng5-phoo7,"N ",ê,,糖廠,small privately-owned sugar mill,
35713,thn̂g-sîn-chú,thng5-sin5-chu2,thn̂g-sîn-tsú,thng5-sin5-tsu2,"VO ",,,傳神主,take over the cahrge of ancestral tablets,
35714,thn̂g-sng,thng5-sng,thn̂g-sng,thng5-sng,"N ",,,冰糖,sugar-crystal candy,
35715,thn̂g-tiⁿ bi̍t-tiⁿ,thng5-tinn bit8-tinn,thn̂g-tinn bi̍t-tinn,thng5-tinn bit8-tinn,"Sph ",,,甜言蜜語,very friendly and sweet,
35716,thn̄g-kng,thng7-kng,thn̄g-kng,thng7-kng,"VO ",,,上釉,put glazing on (pottery),
35717,thn̄g-sio,thng7-sio,thn̄g-sio,thng7-sio,"V ",,,熱一熱,reheat (food),
35718,tho-hî-lông,tho-hi5-long5,tho-hî-lông,tho-hi5-long5,"N ",chiah,,黑脊鷗,"vega herring gull, Pacific herring gull, pink-legged herring gull, Larus atgentatus vegae",
35719,tho-lūi,tho-lui7,tho-luī,tho-lui7,"V  R ",,,拖累,"involve, drag (someone) into (a situation)",
35720,thó,tho2,thó,tho2,"V ",,,討,"ask for (money, food)",
35721,thó,tho2,thó,tho2,"V ",,,討,demand (payment),
35722,thó,tho2,thó,tho2,"V ",,,討,"go looking for (food, that which satisfies natural desires)",
35723,thó,tho2,thó,tho2,"V ",,,討,challenge (to fight),
35724,thó cha-bó͘,tho2 cha-boo2,thó tsa-bóo,tho2 tsa-boo2,"VO ",,,找情婦,"look for a woman, seek a paramour",
35725,thó-chè,tho2-che3,thó-tsè,tho2-tse3,"SV ",,,浪費,"extravagant, prodigal (in spending), wasteful",
35726,thó-chè-kiáⁿ,tho2-che3-kiann2,thó-tsè-kiánn,tho2-tse3-kiann2,"N ",ê,,敗家子,spendthrift,
35727,thó-chîⁿ,tho2-chinn5,thó-tsînn,tho2-tsinn5,"VO ",,,討錢,ask for money (child),
35728,thó-chîⁿ,tho2-chinn5,thó-tsînn,tho2-tsinn5,"VO ",,,討錢,beg for money (beggar),
35729,thó-chia̍h,tho2-chiah8,thó-tsia̍h,tho2-tsiah8,"V ",,,要飯 乞討,"forage for food (animal, fowl, etc)",
35730,thó-chiàn,tho2-chian3,thó-tsiàn,tho2-tsian3,"VO ",,,挑戰,challenge to battle,
35731,thó-chiuⁿ,tho2-chiunn,thó-tsiunn,tho2-tsiunn,"N ",châng,,土樟,"Taiwan camphor tree, Cinnamomum reticulatum",
